"protein_id"	"protein_mw"	"protein_concentration"
"O94967"	101949	14434.7038806105
"O94986"	195626	4614.59614173838
"O95059"	13693	13933.8487015185
"O95067"	45282	17996.3010007723
"O95070"	32011	23018.2232504646
"O95081"	48963	12735.7150168843
"O95104"	125869	15483.6853038442
"O95139"	15489	46411.682009963
"O95149"	41143	23897.9222664667
"O95154"	37206	20909.5877116999
"O95159"	34114	29550.9832661354
"O95166"	13918	12040.9737941142
"O95178"	12058	28625.136664805
"O95197"	112611	68736.9629235373
"O95208"	68482	28411.1943501355
"O95229"	31293	25941.0293262982
"O95235"	100278	5994.32075423922
"O95248"	208315	15512.2705631729
"O95249"	28613	34932.7988835148
"O95251"	70642	18590.3360089773
"O95260"	59090	69736.025008904
"O95273"	40262	9023.31905588681
"O95295"	14874	44131.4216606965
"O95359"	309427	29086.4644786797
"O95363"	52357	16117.3108404709
"O95365"	61439	10932.6034799079
"O95379"	23003	16971.2694410495
"O95382"	142596	26533.5180598588
"O95395"	50864	12748.7424162265
"O95396"	49669	28207.8872061914
"O95425"	247746	51853.8994743591
"O95429"	49594	21388.0366281842
"O95445"	21253	8445.14720768241
"O95447"	76505	54971.4196043993
"O95466"	121854	27983.8528532976
"O95470"	63524	22971.0108398737
"O95478"	30065	31277.7882316673
"O95479"	88893	36701.0514805527
"O95487"	137418	39420.0435013161
"O95490"	163349	34744.0943284199
"O95544"	49228	26596.9596733199
"O95562"	17779	6381.20407879678
"O95602"	194811	66947.1235992428
"O95613"	378037	29034.896874599
"O95619"	26499	28527.0204968051
"O95625"	119384	36278.3848360102
"O95628"	63510	25114.4132493007
"O95671"	68857	25051.1051873052
"O95677"	69505	27570.0329187977
"O95678"	59560	38135.4390167662
"O95684"	43065	27451.0883358115
"O95685"	32559	13121.2618993637
"O95707"	25425	15005.264237186
"O95714"	527228	41501.5196224555
"O95716"	24267	9677.61583334755
"O95772"	26655	25684.7183521391
"O95785"	178674	11908.1074797186
"O95786"	106600	14189.3402338711
"O95801"	44679	52266.5389077751
"O95810"	47173	112865.265043477
"O95819"	142101	30424.3391750379
"O95822"	55003	22715.8729681196
"O95825"	38697	44149.2671577729
"O95833"	26648	6474.66390945694
"O95835"	126870	15375.1098385178
"O95848"	24118	12620.9878061595
"O95857"	22147	34622.5177071771
"O95865"	29644	48445.8066072186
"O95870"	63243	36620.3069810095
"O95926"	28722	11874.1585953259
"O95954"	58927	50972.9347856724
"O95994"	19979	30435.1743734849
"O95999"	26252	25026.5112872096
"O96006"	78156	17918.8982066964
"O96018"	61454	8577.44239309512
"O96028"	152258	22807.8231669733
"P00156"	42718	15460.7068856105
"P00326"	39868	11899.130395632
"P00352"	54862	25542.3310786202
"P00414"	29951	9171.73399430897
"P00439"	51862	1977.96223261063
"P00450"	122205	55986.5870386596
"P00480"	39935	21802.966975939
"P00488"	83267	77194.6366752403
"P00519"	122873	4458.67997786469
"P00533"	134277	15261.786358792
"P00540"	37820	97277.5434618622
"P00734"	70037	28896.5145413293
"P00736"	80119	22502.8015286512
"P00738"	45205	35195.033256395
"P00742"	54732	37410.4162924854
"P00747"	90569	16817.0945313398
"P00748"	67792	12349.1404202418
"P00751"	85533	210415.803555533
"P00813"	40764	34104.2709485577
"P00846"	24817	56970.4604026623
"P00915"	28870	34017.458740198
"P00973"	46029	13851.2377310434
"P01008"	52602	52037.3786294138
"P01009"	46737	67655.5362541394
"P01011"	47651	156150.104009888
"P01019"	53154	9134.47960847251
"P01024"	187148	76101.4341975875
"P01031"	188305	84545.352061526
"P01033"	23171	21192.7210899953
"P01036"	16214	8770.24675463009
"P01037"	16388	7722.36146216041
"P01040"	11006	20950.4745694863
"P01042"	71957	14170.1614054651
"P01111"	21229	36295.328251658
"P01112"	21298	22327.7655800944
"P01116"	21656	18230.4661428244
"P01130"	95376	18142.9725140399
"P01137"	44341	23763.6766849094
"P01266"	304790	35176.4544849842
"P01275"	20909	25491.1319917264
"P01344"	20140	18126.1686603407
"P01584"	30748	58552.1863099709
"P01602"	12782	31419.7522909199
"P01714"	11393	32633.4628275847
"P01834"	11609	25623.7308190994
"P01857"	36106	5357.69137227657
"P01861"	35941	4189.44574969799
"P01871"	49307	2986.59510422738
"P01889"	40460	19523.106714733
"P01891"	40909	21578.2320421945
"P01903"	28607	20114.951086979
"P02008"	15637	27581.4774233736
"P02042"	16055	49313.2304300708
"P02100"	16203	13278.0017327356
"P02144"	17184	11866.7383056971
"P02452"	138941	50113.4536088559
"P02458"	141785	40554.6322152355
"P02461"	138564	1696.43953339801
"P02462"	160615	16433.6187033049
"P02511"	20159	21401.4364016983
"P02533"	51561	31579.9734923896
"P02549"	280014	72321.7681229939
"P02647"	30778	27348.924947502
"P02649"	36154	40652.6026796051
"P02654"	9332	28968.8205180042
"P02671"	94973	56885.8262448027
"P02675"	55928	44410.2977089659
"P02679"	51512	46546.7898971655
"P02686"	33117	28884.4836939954
"P02730"	101792	21855.3458098577
"P02741"	25039	14346.8287238469
"P02743"	25387	41350.066437807
"P02746"	26722	48265.3707628397
"P02748"	63173	26493.3670262884
"P02749"	38298	36471.5874568068
"P02750"	38178	13847.7814202737
"P02753"	23010	9499.23578177232
"P02760"	38999	44131.8121332838
"P02763"	23512	15916.4266919218
"P02766"	15887	38048.793320013
"P02774"	52964	62054.8482439192
"P02787"	77064	100502.988915067
"P02790"	51676	18019.1189749836
"P02792"	20020	29313.2600742538
"P02794"	21226	35901.1086351612
"P02810"	17016	10279.7587918262
"P02814"	8188	5619.3883812403
"P03886"	35661	22861.8867479793
"P03891"	38961	23892.0935175836
"P03897"	13186	21039.1320545648
"P03928"	7992	36101.3342172027
"P03951"	70109	27827.0903660565
"P03952"	71370	23001.8237816237
"P04003"	67033	46933.3853784293
"P04004"	54306	21966.547247716
"P04049"	73052	88170.3945210185
"P04066"	53689	54512.2301520716
"P04070"	52071	18033.3760037713
"P04114"	515605	119708.317777411
"P04150"	85659	39461.3490257411
"P04156"	27661	27522.9053971136
"P04196"	59578	20090.2210587197
"P04216"	17935	15569.7504966846
"P04217"	54254	40041.8801225567
"P04233"	33516	70885.0235937261
"P04259"	60067	2857.45904108583
"P04271"	10713	7423.46619672962
"P04275"	309265	69923.1211061057
"P04424"	51658	44746.6760412693
"P04440"	29159	30682.4146396917
"P04626"	137910	6995.00901566757
"P04839"	65336	10496.2137494788
"P04920"	137009	39300.4868829653
"P05060"	78276	3986.50202908511
"P05062"	39473	144773.837166052
"P05089"	34735	31160.9329607735
"P05090"	21276	5864.50112168537
"P05106"	87058	15570.5643172556
"P05107"	84782	33525.5228963253
"P05109"	10835	51511.0360323971
"P05114"	10659	2342.90812335141
"P05120"	46596	31612.0564897299
"P05129"	78448	11744.264325761
"P05154"	45675	50704.3878727165
"P05155"	55154	6978.31499656456
"P05156"	65750	24013.2290044499
"P05160"	75511	37507.6273790651
"P05161"	17888	47382.9124983076
"P05164"	83869	46254.6376387094
"P05186"	57305	18896.4546301403
"P05204"	9393	5159.63103639643
"P05362"	57825	49482.6159097657
"P05413"	14858	52211.5536831905
"P05452"	22537	1666.74923278201
"P05543"	46325	19199.6117950413
"P05546"	57071	64081.6983407934
"P05771"	76869	40312.411259432
"P05997"	144910	10865.6539211442
"P06213"	156333	27080.6047786788
"P06239"	58001	101874.467935183
"P06276"	68418	16184.5468045025
"P06331"	16228	14099.9365875951
"P06400"	106159	29084.7518195585
"P06681"	83268	24597.5198059953
"P06702"	13242	35001.5788416233
"P06727"	45399	38123.3866373543
"P06732"	43101	82234.4661233963
"P06746"	38178	6886.62678483909
"P06756"	116038	60979.6626442516
"P06858"	53162	13955.2556910196
"P06870"	28890	8225.29343472985
"P07199"	65171	14006.5408148244
"P07203"	22088	39724.7516586892
"P07225"	75123	33588.4556843457
"P07305"	20863	13116.9911836012
"P07311"	11261	28337.330017265
"P07357"	65163	34406.7891200004
"P07358"	67047	19791.4392474669
"P07360"	22277	2899.0641424953
"P07478"	26488	6290.56935343143
"P07585"	39747	20628.1593048948
"P07711"	37564	37950.531966761
"P07738"	30005	30149.0671672135
"P07902"	43363	18707.1779599603
"P07910"	33670	51033.5914304216
"P07911"	69761	18489.6662089878
"P07947"	60801	62483.5552324948
"P07948"	58574	34035.4114018094
"P07951"	32851	18412.2182613593
"P07992"	32562	15660.5503723889
"P08047"	80693	11485.1321121181
"P08069"	154793	36630.7580809953
"P08123"	129314	22440.2066739801
"P08134"	22006	41231.2007463869
"P08183"	141479	31262.287958409
"P08185"	45141	17860.1838938124
"P08235"	107067	36997.0697569624
"P08236"	74732	97958.9324766961
"P08247"	33845	23769.1671636382
"P08253"	73882	15469.2171589187
"P08294"	25851	28040.5419147469
"P08311"	28837	23463.2374182895
"P08473"	85514	58153.3774928526
"P08514"	113377	7814.22470518748
"P08567"	40125	32615.6183164981
"P08572"	167553	39803.9108419572
"P08575"	147254	67361.6341355613
"P08582"	80215	23346.9079710927
"P08603"	139096	70346.9335314
"P08648"	114536	35752.6356778523
"P08697"	54566	18927.7857224961
"P08729"	51386	56438.5807133459
"P08779"	51268	20752.6051255465
"P09001"	38633	42390.0192233574
"P09086"	51209	29585.9829107668
"P09327"	92695	55353.2934301936
"P09382"	14716	83926.1849228952
"P09417"	25790	45721.8624533578
"P09467"	36842	12458.6444216961
"P09601"	32819	20863.124126503
"P09619"	123968	18888.7828927083
"P09668"	37394	25166.5521028015
"P09871"	76684	44909.1639807246
"P09914"	55360	12293.0424756103
"P09917"	77983	20712.4159016315
"P09923"	56812	25358.2713600576
"P0C024"	26942	8974.65806364047
"P0C025"	35923	18017.9606965225
"P0C0L5"	192751	24978.294741836
"P0C2W1"	30633	32837.4357338066
"P0C7P4"	30815	47117.6430846187
"P0C7T5"	73306	5795.67253771056
"P0C870"	35932	6409.59978821312
"P0CAP2"	41740	9296.54276805731
"P0CG39"	117390	24874.2946544775
"P0DJ07"	9114	19327.5494454186
"P0DJD1"	197308	5814.27811773527
"P0DMM9"	34196	NA
"P0DMN0"	34196	NA
"P10114"	20615	6078.23619640972
"P10176"	7579	12470.170263994
"P10301"	23480	12995.9023062756
"P10321"	40649	14057.5782211735
"P10412"	21865	18004.8469774928
"P10636"	78928	17909.4989354436
"P10643"	93518	40028.910986147
"P10645"	50688	31305.6806806721
"P10746"	28628	29992.3097511455
"P10909"	52495	51051.3467158172
"P11055"	223905	25085.4986992139
"P11117"	48344	27220.9371349725
"P11137"	199526	36942.9663415257
"P11215"	127179	43417.0484577065
"P11217"	97092	19307.2594830477
"P11245"	33542	6453.54802355964
"P11274"	142819	42463.6216494538
"P11277"	246468	40329.5761999621
"P11388"	174385	78364.5762219961
"P11473"	48289	2191.64871022552
"P11474"	45510	3486.1819296927
"P11532"	426750	42760.7754872013
"P11678"	81040	24351.3066229396
"P11831"	51593	5942.36635807363
"P12074"	12155	34725.1694960997
"P12104"	15207	16525.1603416851
"P12107"	181065	18130.9459559886
"P12109"	108529	43729.1474363927
"P12110"	108579	38030.1146772904
"P12111"	343669	114354.281362818
"P12259"	251703	33116.9919675601
"P12273"	16572	37245.0807700297
"P12755"	80005	7312.36149939532
"P12830"	97456	93754.9463281196
"P13051"	34645	49702.5259079426
"P13196"	70581	20961.1038045888
"P13284"	27964	23454.2566280261
"P13498"	21013	3571.9168428194
"P13611"	372820	71288.2851300063
"P13612"	114900	51182.8610930517
"P13637"	111749	4945.5312190406
"P13646"	49588	16879.6001216878
"P13671"	104786	44349.9464436266
"P13716"	36295	52662.0052210108
"P13747"	40157	3763.98910938574
"P13807"	83786	11444.1708287543
"P13929"	46987	73281.6656506481
"P13987"	14177	23887.2697461374
"P14136"	49880	55830.8134141028
"P14151"	42187	11951.9135853047
"P14209"	18848	26042.8661586495
"P14317"	54014	15590.2268374608
"P14373"	58490	8557.02646771294
"P14384"	50514	16407.8324828652
"P14410"	209453	36774.9793580865
"P14543"	136377	19589.7193254205
"P14649"	22764	24771.6339848746
"P14770"	19046	30382.8991062793
"P14780"	78458	36704.8736292545
"P14859"	76472	22116.2671605675
"P15056"	84437	19888.1293484077
"P15086"	47368	24218.1608277709
"P15088"	48670	19000.530849369
"P15090"	14719	48946.1186417503
"P15144"	109540	26972.1840880768
"P15153"	21429	13253.392447899
"P15169"	52286	5319.78117435297
"P15289"	53588	21546.3265268568
"P15291"	43920	9004.23288388767
"P15309"	44566	29448.6413721971
"P15313"	56833	14381.5710408469
"P15428"	28977	44616.717769552
"P15498"	98314	48151.8322287792
"P15529"	43747	2907.29066167527
"P15559"	30868	29555.4759041401
"P15735"	46442	37083.2163346671
"P15822"	296865	37771.3485113741
"P15848"	59687	21454.005582313
"P15923"	67600	3190.56450453426
"P15954"	7246	72775.2986872693
"P16035"	24399	7456.94014912067
"P16050"	74804	19634.5598764591
"P16070"	81538	24523.930881213
"P16083"	25919	18367.8950976787
"P16109"	90834	12899.0638239598
"P16144"	202167	57070.1383728259
"P16150"	40322	7913.03140693982
"P16157"	206265	11174.0206066027
"P16219"	44297	112328.665733279
"P16220"	36688	12993.9278900818
"P16233"	51157	15560.9428306986
"P16284"	82536	11437.2693536103
"P16298"	59024	24093.6210109199
"P16333"	42864	36395.4009978527
"P16383"	89385	12313.8664766066
"P16401"	22580	24324.0912515869
"P16402"	22350	1953.82482526375
"P16403"	21365	18074.418574424
"P16452"	77009	9966.7516322547
"P16662"	60695	12950.2008071337
"P16870"	53151	19947.5929802149
"P16885"	147870	47512.0131212759
"P17036"	50916	9954.98168808161
"P17252"	76750	27634.0758424925
"P17480"	89406	39288.8192128641
"P17540"	47504	9228.20448688935
"P17568"	16402	30288.5877314587
"P17643"	60724	36818.7263108013
"P17661"	53536	65046.1919724818
"P17706"	48473	8903.64271920453
"P17707"	38340	12607.0021484136
"P17813"	70578	10558.9800458624
"P17900"	20838	12205.1890897239
"P17927"	223663	5138.46178386493
"P17936"	31674	16825.975996922
"P17948"	150769	13731.2399657893
"P18065"	34814	17553.9247911238
"P18074"	86909	30409.2953362831
"P18077"	12538	73643.3841135113
"P18084"	88054	46810.5912108582
"P18283"	21954	17342.3966940751
"P18428"	53384	11767.4575307211
"P18433"	90600	27837.4360623786
"P18440"	33899	34793.9077887959
"P18583"	263830	42541.252624855
"P18827"	32462	11596.7072527741
"P18846"	29233	8982.94589034983
"P19012"	49212	34626.1852953107
"P19013"	57285	24659.9623719474
"P19021"	108332	64494.5929169024
"P19086"	40924	8149.67184439982
"P19256"	28147	12012.219122195
"P19419"	44888	53728.4347270542
"P19474"	54170	23787.4425676688
"P19652"	23603	52112.7503455017
"P19793"	50811	12771.3777421568
"P19801"	85378	54582.1387828826
"P19823"	106463	32472.4217287111
"P19827"	101389	25422.8468895606
"P19838"	105356	33396.0106414228
"P19878"	59762	74590.0209225618
"P19961"	57710	9451.50437823159
"P19971"	49955	12959.2638396594
"P20036"	29381	26482.539120051
"P20138"	39825	35014.7220579728
"P20160"	26886	3800.20020699107
"P20226"	37698	6465.89649611739
"P20248"	48551	13893.0548663488
"P20336"	24984	8927.96475734827
"P20472"	12059	2737.94086310914
"P20585"	127412	81850.8596964804
"P20591"	75520	65119.4087663982
"P20701"	128770	32512.0981253204
"P20702"	127829	50772.7588794468
"P20711"	53926	48655.609436061
"P20742"	163863	14113.4287255519
"P20749"	47584	34898.6333707704
"P20930"	435170	21380.1177643652
"P20936"	116403	55376.1458687516
"P20962"	11530	87762.5691969743
"P21127"	92707	15662.8261159881
"P21291"	20567	3505.47469798602
"P21359"	319372	44515.6791907526
"P21397"	59682	42731.136718009
"P21589"	63368	18807.9789657135
"P21675"	212677	29414.3481658596
"P21695"	37568	23220.5737282007
"P21730"	39336	46798.7063176358
"P21810"	41654	52331.2838469549
"P21980"	77329	32027.9149748717
"P22090"	29456	22254.0141705057
"P22105"	458220	32217.5995734
"P22303"	67796	27364.5216925699
"P22352"	25552	23178.1428457044
"P22392"	17298	109387.94189316
"P22413"	104924	26005.531134567
"P22670"	104758	38122.0998490572
"P22676"	31540	42850.1862099982
"P22681"	99633	52613.2236324039
"P22694"	40623	17610.47681662
"P22792"	60557	11611.0182625612
"P22891"	44744	41266.6662579099
"P22894"	53412	37125.9915617577
"P23083"	13009	19696.0152011697
"P23141"	62521	62607.1018928163
"P23142"	77214	60898.0040731719
"P23219"	68686	9420.75327268711
"P23434"	18885	43553.984959928
"P23458"	133277	10513.1660365448
"P23469"	80642	2570.41330617183
"P23470"	162003	29500.8701235525
"P23610"	39103	30591.8950818239
"P24158"	27807	49116.263768747
"P24298"	54637	12176.5375836662
"P24386"	73476	11813.7697377229
"P24390"	24542	32033.0903758997
"P24557"	60518	47821.3402888392
"P24821"	240853	117714.607871178
"P24855"	31434	5636.77758499332
"P25054"	311646	12819.8405487439
"P25208"	22831	40852.8426082757
"P25311"	34259	24102.3288524685
"P25391"	337084	40128.3116027447
"P25445"	37732	13626.2706948063
"P25774"	37496	27066.6748716975
"P25815"	10400	1548.19009560827
"P25942"	30619	12809.4008234297
"P26006"	116612	57744.4786926499
"P26010"	86903	4832.85215840876
"P26045"	103990	77719.6011653606
"P26374"	74071	23261.1205219652
"P26572"	50878	23595.4449256512
"P26927"	80320	62763.5857697862
"P27105"	31731	38405.3612184651
"P27216"	35415	14342.704941424
"P27338"	58763	14820.6259334725
"P27449"	15736	37130.5974661613
"P27482"	16891	16837.4525953699
"P27487"	88279	43056.8499689228
"P27540"	86636	5913.6264600597
"P27544"	39536	14748.8362041616
"P27918"	51276	8223.56931334376
"P27986"	83598	18920.1308219038
"P28062"	30354	10759.7254383565
"P28065"	23264	38861.1281651103
"P28067"	29194	12955.9605824653
"P28290"	138386	52198.9340250581
"P28370"	122605	13800.9220261975
"P28702"	56922	14897.9991849581
"P28715"	133108	15198.6326569229
"P28749"	120847	2851.1487217008
"P28799"	63544	11742.6514310902
"P28907"	34328	25842.931186513
"P29120"	84152	13446.1744475917
"P29320"	110131	35870.5100771221
"P29323"	117493	26915.3213478815
"P29350"	67561	21437.8411986192
"P29353"	62822	22899.3289513582
"P29372"	32869	53060.3029771847
"P29375"	192095	29022.8123851156
"P29466"	45159	45982.265271168
"P29508"	44565	6011.33267640576
"P29536"	67030	6725.53566238033
"P29558"	44505	3526.21759962212
"P29590"	97551	54866.0976584895
"P29622"	48542	18520.5017673921
"P29762"	15566	34566.4395107564
"P29992"	42123	43429.9283809094
"P30039"	31785	16431.5522684412
"P30305"	64987	28184.0132083347
"P30307"	53365	39050.0117226702
"P30414"	165677	17398.1372680188
"P30512"	40863	12900.6777899254
"P30530"	98336	30334.6917803406
"P30613"	61830	38779.2747085948
"P30711"	27335	70068.5477202595
"P30838"	50395	19618.7204795411
"P31025"	19250	20033.2253861036
"P31151"	11471	19177.9636105531
"P31321"	43073	15648.4301603312
"P31327"	164939	76758.6852341496
"P31431"	21642	30140.8696623366
"P31483"	42963	31883.5811488726
"P31629"	269053	10572.3392775589
"P31639"	72897	13147.1253353557
"P31641"	69830	9006.22034433297
"P31749"	55686	39008.9598747994
"P31751"	55769	49250.1507066389
"P31944"	27680	30821.8284540809
"P31947"	27774	12848.3248223821
"P31997"	38154	46708.1914286539
"P32004"	140003	27771.1284102305
"P32019"	112852	21496.1312998786
"P32121"	46106	32449.4011870675
"P32189"	61245	34588.4075562989
"P32298"	66583	29148.418076123
"P32455"	67931	7709.22683627602
"P32519"	67498	8665.71270146765
"P32754"	44934	28256.4952023011
"P32856"	33341	7470.46995896761
"P32929"	44508	52469.977072517
"P32970"	21118	13999.0470713679
"P33151"	87528	24978.6505977877
"P33241"	37192	45288.8793090206
"P33527"	171591	44265.4935622806
"P33897"	82937	19094.4890265777
"P33908"	72969	31338.6340038943
"P33947"	24422	8950.50415218262
"P33981"	97072	22761.5518296745
"P34741"	22160	9076.17514319858
"P34910"	48666	16797.9080482638
"P34913"	62616	36702.6183879328
"P35052"	61680	37632.8134145576
"P35226"	36949	8260.19006420897
"P35228"	131117	37347.7578213201
"P35240"	69690	42515.0448476849
"P35251"	128255	27277.7312439452
"P35542"	14747	6833.78247201578
"P35544"	7760	3460.77912034039
"P35555"	312237	44605.3351357084
"P35556"	314775	14446.7211380105
"P35558"	69195	46923.6673394777
"P35568"	131591	367226.316434617
"P35612"	80854	21972.0783750815
"P35754"	11776	46312.681044471
"P35790"	52249	18784.2882414696
"P35858"	66035	19466.8699698302
"P36021"	59511	13729.3170818785
"P36222"	42625	42122.928721072
"P36269"	62261	18263.5597911192
"P36894"	60198	6464.4732678734
"P36952"	42100	23548.9058388886
"P36954"	14523	38353.1369243666
"P36955"	46312	13547.3018307217
"P36959"	37419	15497.24223873
"P36969"	22175	32723.2106985504
"P37023"	56124	40845.4678212313
"P37231"	57620	17034.7998948057
"P38432"	62608	19374.1925922504
"P38936"	18119	7068.22271306973
"P39059"	141720	14161.4399978078
"P39060"	178188	18844.8485169845
"P39210"	19733	4239.22284935607
"P40121"	38499	12288.3860652971
"P40197"	60959	19300.6382864458
"P40261"	29574	70064.7695777118
"P40337"	24153	20479.9882243403
"P40425"	45881	7883.37930080609
"P40692"	84601	35502.4302251954
"P40879"	84505	30658.1379481797
"P41134"	16133	18307.7404596161
"P41218"	45836	23034.3871334678
"P41219"	53651	36762.4506305558
"P41226"	111694	21348.5007368297
"P41229"	175720	30898.1882771834
"P41236"	23015	19041.5538248159
"P41440"	64868	20205.9832773694
"P41732"	27574	6861.69712490641
"P41743"	68262	35279.1027882397
"P42025"	42293	49024.6660450158
"P42226"	94135	10293.7284462708
"P42330"	36853	17778.8297983575
"P42331"	73435	79687.6535336405
"P42338"	122762	6763.66105936666
"P42575"	50685	27037.6118023544
"P42685"	58254	43487.9202777889
"P42694"	218970	25753.4898725615
"P42696"	48565	39647.5260648849
"P42766"	14551	94164.1756189283
"P42768"	52913	11439.8302222139
"P42773"	18127	63419.184608277
"P42892"	87164	62319.7134632357
"P42898"	74597	20295.1213576591
"P43007"	55723	27471.5233507748
"P43155"	70858	56497.8173766836
"P43234"	35958	42242.5206477087
"P43250"	65991	5214.89639278178
"P43251"	61133	27253.440314594
"P43358"	34899	10011.921436476
"P43403"	69872	20161.4545110261
"P43405"	72066	22644.9642218138
"P43652"	69069	29840.6440658898
"P45381"	35735	5692.17564901637
"P45983"	48296	20286.3715668968
"P45984"	48139	35924.8103627798
"P46019"	138408	17318.1321324852
"P46020"	137312	19188.1187335466
"P46100"	282586	16852.4499511186
"P46934"	149114	28710.0241050297
"P46937"	54462	34657.9409748304
"P46952"	32556	10266.1494454588
"P46976"	39384	25487.8986495485
"P47224"	13839	26712.6125299706
"P47712"	85239	23697.3201522309
"P47813"	16460	38173.7293633518
"P47895"	56108	32587.1735622352
"P47974"	51063	10763.5884524451
"P47985"	29668	75990.8105204573
"P47989"	146424	16323.0631917203
"P48029"	70523	17723.6122593043
"P48059"	37251	27014.4597957815
"P48061"	10666	1449.38751860394
"P48200"	105045	22253.64552075
"P48382"	65323	16902.5128989126
"P48454"	58129	11271.1969148247
"P48553"	142189	7720.29941093282
"P48594"	44854	43560.1338798122
"P48595"	45403	32143.6699872774
"P48651"	55528	16490.5854952891
"P48681"	177439	30546.3656092851
"P48723"	51927	26065.6367419914
"P48728"	43946	23563.4356947944
"P48729"	38915	11174.9393528804
"P48740"	79247	17348.6801645578
"P48775"	47872	12075.4425964622
"P49023"	64505	29492.3694825193
"P49069"	32953	22414.3004961266
"P49116"	65414	6183.3463421454
"P49137"	45568	21618.4092943776
"P49326"	60221	3709.53325738385
"P49356"	48774	21567.3796580179
"P49407"	47066	52686.9616356874
"P49427"	26737	36811.6094096569
"P49441"	43998	17824.362146788
"P49448"	61434	27565.4186557351
"P49454"	367764	50905.4893604762
"P49585"	41731	16952.9088124053
"P49711"	82785	19208.6876699506
"P49750"	219985	20482.8688819576
"P49754"	98566	7777.0206722633
"P49757"	70804	15565.0884376546
"P49761"	73515	75283.7290611447
"P49788"	33285	7807.39384408806
"P49789"	16858	27075.7019663414
"P49810"	50140	5903.20254049962
"P49848"	72668	26054.460392365
"P49863"	28882	12166.4884171035
"P49908"	43174	37896.9972171202
"P49914"	23256	25096.1110677728
"P49917"	103971	20528.117308389
"P49961"	57965	14699.9194720305
"P50053"	32523	22312.8942014592
"P50135"	33295	26017.2598087546
"P50148"	42142	28285.4861595738
"P50150"	8389	6215.69590864861
"P50219"	40569	12759.7296048852
"P50238"	8533	36800.989777577
"P50281"	65894	22518.3688555039
"P50416"	88368	49808.7283282217
"P50440"	48455	24547.8591300368
"P50443"	81662	10605.2706015473
"P50453"	42404	42123.4627311046
"P50479"	35398	10339.8164751731
"P50548"	58703	7876.99297623526
"P50552"	39830	30645.929737869
"P50613"	39038	29744.6103485549
"P50748"	250749	55449.5332706426
"P50749"	37790	17575.8689024604
"P50895"	67405	17800.716983715
"P50993"	112265	35070.8105020274
"P51159"	24868	74894.3986597662
"P51161"	14371	18146.4153606807
"P51397"	11165	4953.30537304985
"P51511"	75807	10091.0810261534
"P51530"	120415	4811.86041068042
"P51531"	181279	14891.4867320069
"P51532"	184646	75075.6966162438
"P51608"	52441	2247.42903622624
"P51688"	56695	10648.9693029876
"P51692"	89866	23306.7323212261
"P51798"	88679	18603.6651747025
"P51808"	13062	19084.3807835714
"P51813"	78011	28157.2114300629
"P51884"	38429	33119.3315965008
"P51888"	43810	50960.9210386216
"P51911"	33170	47585.6366772876
"P51946"	37643	14846.6602883225
"P51956"	57705	8326.18121343743
"P51957"	94597	21515.4184593888
"P51965"	21404	57481.5496705094
"P52333"	125099	11682.9831252875
"P52429"	63927	20373.1274995864
"P52564"	37492	38542.5214224208
"P52569"	71673	13609.8357562324
"P52630"	97916	40978.7245212474
"P52657"	12457	22817.6331205974
"P52735"	101289	19712.0970435796
"P52739"	71422	6874.17693536456
"P52747"	68896	14516.0315692033
"P52790"	99025	21669.9003166126
"P52799"	36923	16641.8683849571
"P52926"	11832	37722.0553949105
"P52943"	22493	16191.7136669972
"P52948"	197579	70393.7250645878
"P53355"	160046	8147.57734629525
"P53370"	35679	4603.45148556812
"P53602"	43405	40081.261161553
"P53611"	36924	37443.7742510624
"P53667"	72585	37930.880097376
"P53674"	28023	32920.6624305839
"P53677"	46977	42877.5910297873
"P53680"	17018	53246.0078261066
"P53778"	41940	47019.8732191946
"P53794"	79694	17686.1736420335
"P53803"	7004	4917.34099295772
"P53805"	28079	5033.15041529612
"P53814"	99059	12336.4572010837
"P54098"	139562	24491.9783262848
"P54132"	159000	47228.4545415394
"P54198"	111835	10513.5395756776
"P54253"	86923	4528.98165024142
"P54277"	105830	34961.4515678279
"P54278"	95797	5691.33310054964
"P54619"	37579	59299.6729951783
"P54646"	62320	31711.5921198337
"P54710"	7283	5291.42115388319
"P54868"	56635	81293.5769214073
"P55061"	26538	18658.3691440344
"P55081"	51958	22731.202381979
"P55160"	128153	22966.0173433266
"P55197"	113320	60389.1862053011
"P55199"	68265	14328.0941058742
"P55211"	46281	15563.608031774
"P55268"	195981	64207.9057431404
"P55285"	88309	8552.6081406875
"P55854"	11637	5994.84515248926
"P56159"	51456	13752.9786813007
"P56181"	11941	21660.9715451997
"P56199"	130848	13903.2037281064
"P56211"	12323	28874.3713413688
"P56270"	48608	12201.9191446335
"P56279"	13460	30842.6461014174
"P56282"	59537	17909.3145706382
"P56377"	18615	31635.7435535673
"P56378"	6662	26476.3177361354
"P56470"	35941	45850.3734745058
"P56524"	119040	52468.8536075195
"P56589"	42140	15548.7936945693
"P56937"	38206	35113.9192209361
"P56945"	93372	68401.0990849191
"P56962"	33403	34150.9893223337
"P57081"	45490	33473.0037367458
"P57721"	39465	32783.3397515506
"P57723"	41482	36354.4877021807
"P57729"	23712	13820.8695014062
"P57735"	23496	25019.016394303
"P57764"	52801	15406.7386901638
"P57768"	39167	15647.1072024395
"P57772"	65305	41287.6743367733
"P58004"	54494	15026.7661950673
